tag,title,brand,link,price,summary,image_url,image_urls,description,warning_description,package_contents_description,ingredients_description,key_features_description,flavors_description,specifications_description,performance_description,disposable_description,why_description,innovation_description,preference_description,enjoyment_description,compatibility_description,coil_description,battery_description,puffs_description,nicotine_description,e_liquid_description,prefilled_description,devices_description,airflow_description,heating_element_description,operation_description,charging_description,screen_description,links_description,colors_description,returns_description,options_description,size_description,pods_description,hardware_description,wattage_description,faqs_description,disposable,rechargeable,battery,mesh,usb,adjustable
lost-mary-bm5000,Lost Mary BM5000 Rechargeable Disposable Vape,Lost Mary Rechargeable Disposable Vape,https://perfectvape.com/lost-mary-bm5000/,$9.99,"LOST MARY BM5000 DISPOSABLE VAPE 5000 PUFFS
Approximate Puffs: ~5000 Puffs
E-Liquid Capacity: 14ml
Nicotine: 3%
Battery: 650mAh Rechargeable Type-C USB",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2461/8282/lost-mary-lost-mary-bm5000__97892.1713328423.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2461/8282/lost-mary-lost-mary-bm5000__97892.1713328423.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2461/8281/lost-mary-lost-mary-bm5000__91468.1713328423.jpg?c=2']","LOST MARY BM5000 DISPOSABLE VAPE 5000 PUFFS

Approximate Puffs: ~5000 Puffs
E-Liquid Capacity: 14ml
Nicotine: 3%
Battery: 650mAh Rechargeable Type-C USB
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,
viho-turbo-10k,VIHO Turbo 10K,VIHO Disposable Vapes,https://perfectvape.com/viho-turbo-10k/,$11.50,"VIHO TURBO 10K DISPOSABLE VAPE 10,000 PUFFS
Approximate Puffs: ~10,000 puffs
E-Liquid Capacity: 17ml
Nicotine: 5% | 50mg
Battery: 850mAh Rechargeable USB Type-C
Innovative NEXCORE Dual Mesh Coils
E-Liquid & Battery Indicator Lights",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2459/8531/viho-turbo-10k__33423.1713328414.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8531/viho-turbo-10k__33423.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8532/viho-turbo-10k__28690.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8270/viho-turbo-10k__82887.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8269/viho-turbo-10k__99908.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8272/viho-turbo-10k__80227.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8271/viho-turbo-10k__24829.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8268/viho-turbo-10k__57975.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8332/viho-turbo-10k__57828.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8327/viho-turbo-10k__62113.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8335/viho-turbo-10k__93678.1713328414.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2459/8334/viho-turbo-10k__49770.1713328414.jpg?c=2']","VIHO TURBO 10K DISPOSABLE VAPE 10,000 PUFFS

Approximate Puffs: ~10,000 puffs
E-Liquid Capacity: 17ml
Nicotine: 5% | 50mg
Battery: 850mAh Rechargeable USB Type-C
Innovative NEXCORE Dual Mesh Coils
E-Liquid & Battery Indicator Lights
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,
ijoy-bar-sd10000,iJoy Bar SD10000 Disposable Vape,IJOY Disposables Vapes,https://perfectvape.com/ijoy-bar-sd10000/,$15.50,"IJOY BAR SD10000 DISPOSABLE VAPE 10,000 PUFFS
Approximate Puffs: ~10,000 puffs
E-Liquid Capacity: 20ml
Nicotine: 5% | 50mg
Battery: 650mAh Rechargeable USB Type-C
0.8ohm Mesh Coil
Smart screen shows the capacity of battery and juice",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2457/8197/ijoy-ijoy-bar-sd10000__32788.1713328407.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2457/8197/ijoy-ijoy-bar-sd10000__32788.1713328407.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2457/8169/ijoy-ijoy-bar-sd10000__28441.1713328407.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2457/8148/ijoy-ijoy-bar-sd10000__85608.1713328407.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2457/8159/ijoy-ijoy-bar-sd10000__10134.1713328407.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2457/8145/ijoy-ijoy-bar-sd10000__76939.1713328407.jpg?c=2']","IJOY BAR SD10000 DISPOSABLE VAPE 10,000 PUFFS

Approximate Puffs: ~10,000 puffs
E-Liquid Capacity: 20ml
Nicotine: 5% | 50mg
Battery: 650mAh Rechargeable USB Type-C
0.8ohm Mesh Coil
Smart screen shows the capacity of battery and juice
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,
elf-vpr-ultra-7000,ELF VPR Ultra Disposable Vape 7000 Puffs,ELF VPR Disposable Vapes,https://perfectvape.com/elf-vpr-ultra-7000/,$13.50,"ELF VPR ULTRA DISPOSABLE VAPE 7000 PUFFS
Approximate Puffs: ~7000 puffs
E-Liquid Capacity: 11ml
Nicotine: 5% | 50mg
Battery: 700mAh Rechargeable",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2454/8126/elf-vpr-ultra-7000__89115.1713328401.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2454/8126/elf-vpr-ultra-7000__89115.1713328401.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2454/8204/elf-vpr-ultra-7000__02704.1713328401.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2454/8188/elf-vpr-ultra-7000__34245.1713328401.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2454/8194/elf-vpr-ultra-7000__45917.1713328401.jpg?c=2']","ELF VPR ULTRA DISPOSABLE VAPE 7000 PUFFS

Approximate Puffs: ~7000 puffs
E-Liquid Capacity: 11ml
Nicotine: 5% | 50mg
Battery: 700mAh Rechargeable
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,
airis-neo-p8000,Airis Neo P8000 Rechargeable Disposable Vapes,Airistech Disposable Vapes,https://perfectvape.com/airis-neo-p8000/,$7.29,"AIRIS NEO P8000 DISPOSABLE VAPE 8000 PUFFS
Approximate Puffs: ~8000 Puffs
E-Liquid Capacity: 20ml
Nicotine: 5% | 50mg
Battery: 650mAh Rechargeable USB Type-C 
1.0ohm Mesh
Adjustable Airflow
Battery Indicator Light",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2452/8180/airistech-airis-neo-p8000__83958.1713328396.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2452/8180/airistech-airis-neo-p8000__83958.1713328396.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2452/8202/airistech-airis-neo-p8000__75760.1713328396.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2452/8127/airistech-airis-neo-p8000__81277.1713328396.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2452/8154/airistech-airis-neo-p8000__73329.1713328396.jpg?c=2']","AIRIS NEO P8000 DISPOSABLE VAPE 8000 PUFFS

Approximate Puffs: ~8000 Puffs
E-Liquid Capacity: 20ml
Nicotine: 5% | 50mg
Battery: 650mAh Rechargeable USB Type-C
1.0ohm Mesh
Adjustable Airflow
Battery Indicator Light
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE
uwell-gabriel-bf8000,UWELL Gabriel BF8000,"Uwell Vape Tanks, Coils, Pod System & Kits",https://perfectvape.com/uwell-gabriel-bf8000/,$11.50,"UWELL GABRIEL BF8000 DISPOSABLE VAPE 8000 PUFFS
Approximate Puffs: ~8000 puffs
E-Liquid Capacity: 18ml
Nicotine: 5% | 50mg
Battery: 500mAh Rechargeable USB Type-C
Pro-FOCS Flavor Adjustment Technology",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2451/8206/uwell-uwell-gabriel-bf8000__19663.1713328394.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2451/8206/uwell-uwell-gabriel-bf8000__19663.1713328394.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2451/8160/uwell-uwell-gabriel-bf8000__88877.1713328394.jpg?c=2']","UWELL GABRIEL BF8000 DISPOSABLE VAPE 8000 PUFFS

Approximate Puffs: ~8000 puffs
E-Liquid Capacity: 18ml
Nicotine: 5% | 50mg
Battery: 500mAh Rechargeable USB Type-C
Pro-FOCS Flavor Adjustment Technology
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,
tyson-2-0-heavyweight-7000,Tyson 2.0 Heavyweight 7000,Tyson 2.0 Heavyweight Disposable Vape,https://perfectvape.com/tyson-2-0-heavyweight-7000/,$14.95,"TYSON 2.0 HEAVY WEIGHT DISPOSABLE VAPE 7000 PUFFS
Approximate Puffs: ~7000 puffs
E-Liquid Capacity: 15ml
Nicotine: 5% | 50mg
Battery: 550mAh Battery Rechargeable USB Type-C",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2450/8178/tyson-2.0-heavy-weight-7000__02899.1713328388.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2450/8178/tyson-2.0-heavy-weight-7000__02899.1713328388.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2450/8120/tyson-2.0-heavy-weight-7000__75692.1713328388.jpg?c=2']","TYSON 2.0 HEAVY WEIGHT DISPOSABLE VAPE 7000 PUFFS

Approximate Puffs: ~7000 puffs
E-Liquid Capacity: 15ml
Nicotine: 5% | 50mg
Battery: 550mAh Battery Rechargeable USB Type-C
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,
horizon-binaries-th6000,Horizon Binaries TH6000 Disposable Vape - 650mAh,"Horizon Tanks, Starter Kits & Pods",https://perfectvape.com/horizon-binaries-th6000/,$10.61,"HORIZON BINARIES TH6000 DISPOSABLE VAPE 6000 PUFFS
Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 12ml
Nicotine: 5% | 50mg
Battery: 650mah Type-C Rechargeable 
Adjustable Airflow Slide
E-Liquid and Battery Indicator Lights
1.0ohm Bamboo...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2445/6472/horizon-binaries-th6000__19884.1713328383.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/6472/horizon-binaries-th6000__19884.1713328383.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/6529/horizon-binaries-th6000__43887.1713328383.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/7498/horizon-binaries-th6000__72108.1713328383.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/7011/horizon-binaries-th6000__75054.1713328383.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/7641/horizon-binaries-th6000__83947.1713328383.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2445/7431/horizon-binaries-th6000__03189.1713328383.jpg?c=2']","HORIZON BINARIES TH6000 DISPOSABLE VAPE 6000 PUFFS

Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 12ml
Nicotine: 5% | 50mg
Battery: 650mah Type-C Rechargeable
Adjustable Airflow Slide
E-Liquid and Battery Indicator Lights
1.0ohm Bamboo Pulp Mesh Coil
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE
horizon-binaries-se6000,Horizon Binaries SE6000 Rechargeable Disposable Vape,"Horizon Tanks, Starter Kits & Pods",https://perfectvape.com/horizon-binaries-se6000/,$7.89,"HORIZON BINARIES SE6000 DISPOSABLE VAPE 6000 PUFFS
Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 12ml
Nicotine: 5% | 50mg
Battery: 650mah Type-C Rechargeable 
Adjustable Airflow Front Dial
E-Liquid and Battery Indicator Lights
1.0ohm...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2444/6764/horizon-binaries-se6000__49590.1713328380.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2444/6764/horizon-binaries-se6000__49590.1713328380.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2444/7158/horizon-binaries-se6000__10981.1713328380.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2444/6119/horizon-binaries-se6000__68470.1713328380.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2444/7873/horizon-binaries-se6000__58209.1713328380.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2444/6521/horizon-binaries-se6000__09722.1713328380.jpg?c=2']","HORIZON BINARIES SE6000 DISPOSABLE VAPE 6000 PUFFS

Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 12ml
Nicotine: 5% | 50mg
Battery: 650mah Type-C Rechargeable
Adjustable Airflow Front Dial
E-Liquid and Battery Indicator Lights
1.0ohm Bamboo Pulp Mesh Coil
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE
eb-te6000,EB TE6000 Rechargeable Disposable Vape,EB Rechargable Disposable Vapes,https://perfectvape.com/eb-te6000/,$8.89,"EB TE6000 DISPOSABLE VAPE 6000 PUFFS
Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 10.3ml
Nicotine: 4% | 40mg
Battery: 550mAh
Ultra-short straight airway provides fast draw-in vaping with no delays.
Mesh Coil with QUAQ technology ensures taste...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2442/7001/ebdesign-elf-bar-ebdesign-te6000__60035.1713328374.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/7001/ebdesign-elf-bar-ebdesign-te6000__60035.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/6250/ebdesign-elf-bar-ebdesign-te6000__02122.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/8008/ebdesign-elf-bar-ebdesign-te6000__47587.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/6458/ebdesign-elf-bar-ebdesign-te6000__88550.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/6677/ebdesign-elf-bar-ebdesign-te6000__62403.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/6972/ebdesign-elf-bar-ebdesign-te6000__15012.1713328374.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2442/7903/ebdesign-elf-bar-ebdesign-te6000__39463.1713328374.jpg?c=2']","EB TE6000 DISPOSABLE VAPE 6000 PUFFS

Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 10.3ml
Nicotine: 4% | 40mg
Battery: 550mAh
Ultra-short straight airway provides fast draw-in vaping with no delays.
Mesh Coil with QUAQ technology ensures taste consistency with every puff.
Worry-free charging experience is supported by overcharge and short-circuit protection system.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,
smok-novo-bar-al9000,Smok Novo Bar AL9000,"SMOKTech Vape Tanks, Kits, Coils and More",https://perfectvape.com/smok-novo-bar-al9000/,$10.88,"SMOK NOVO BAR AL9000 DISPOSABLE VAPE 9000 PUFFS
Approximate Puffs: ~9000 puffs
E-Liquid Capacity: 15ml
Nicotine: 5% | 50mg
Battery: 800mAh Rechargeable USB Type-C
Mesh Coil
Adjustable Airflow Control
17W Max Output Power
E-Liquid Indicator Light...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2441/6610/smoktech-smok-novo-bar-al9000__73061.1713328370.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2441/6610/smoktech-smok-novo-bar-al9000__73061.1713328370.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2441/6878/smoktech-smok-novo-bar-al9000__23813.1713328370.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2441/7153/smoktech-smok-novo-bar-al9000__16192.1713328370.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2441/7198/smoktech-smok-novo-bar-al9000__51490.1713328370.jpg?c=2']","SMOK NOVO BAR AL9000 DISPOSABLE VAPE 9000 PUFFS

Approximate Puffs: ~9000 puffs
E-Liquid Capacity: 15ml
Nicotine: 5% | 50mg
Battery: 800mAh Rechargeable USB Type-C
Mesh Coil
Adjustable Airflow Control
17W Max Output Power
E-Liquid Indicator Light & Battery Indicator Light
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
geek-bar-meloso-max-9000,Geek Bar Meloso Max Rechargeable Disposable Vape,Geek Bar Disposable Vapes,https://perfectvape.com/geek-bar-meloso-max-9000/,$11.75,"GEEK BAR MELOSO MAX DISPOSABLE VAPE 9000 PUFFS
Approximate Puffs: ~9000 puffs
E-Liquid Capacity: 14ml 
Nicotine: 5% | 50mg
Battery: 600mAh Rechargeable USB Type-C
Dual Mesh Coil
SMART Battery Indicator & E-Liquid Indicator...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2439/6798/geek-bar-geek-bar-meloso-max-9000__48685.1713328367.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6798/geek-bar-geek-bar-meloso-max-9000__48685.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6299/geek-bar-geek-bar-meloso-max-9000__47618.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7918/geek-bar-geek-bar-meloso-max-9000__02425.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6462/geek-bar-geek-bar-meloso-max-9000__98362.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6232/geek-bar-geek-bar-meloso-max-9000__86326.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/8028/geek-bar-geek-bar-meloso-max-9000__36002.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7344/geek-bar-geek-bar-meloso-max-9000__27493.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7561/geek-bar-geek-bar-meloso-max-9000__74091.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7777/geek-bar-geek-bar-meloso-max-9000__26010.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6130/geek-bar-geek-bar-meloso-max-9000__71850.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7410/geek-bar-geek-bar-meloso-max-9000__06648.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6347/geek-bar-geek-bar-meloso-max-9000__36462.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6511/geek-bar-geek-bar-meloso-max-9000__86887.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6783/geek-bar-geek-bar-meloso-max-9000__52072.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/7731/geek-bar-geek-bar-meloso-max-9000__52756.1713328367.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2439/6810/geek-bar-geek-bar-meloso-max-9000__52454.1713328367.jpg?c=2']","GEEK BAR MELOSO MAX DISPOSABLE VAPE 9000 PUFFS

Approximate Puffs: ~9000 puffs
E-Liquid Capacity: 14ml
Nicotine: 5% | 50mg
Battery: 600mAh Rechargeable USB Type-C
Dual Mesh Coil
SMART Battery Indicator & E-Liquid Indicator Lights
Adjustable Airflow
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
hyve-5000,Hyve 5000 Rechargeable Disposable Vape,HYVE Rechargeable Disposable Vapes,https://perfectvape.com/hyve-5000/,$9.44,"HYVE DISPOSABLE VAPE 5000 PUFFS
Approximate Puffs: ~5000 puffs
E-Liquid Capacity: 12ml
Nicotine: 0% (0mg) & 5% (50mg)
Battery: 650mAh Rechargeable USB Type-C
Mesh Coil",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2438/7671/hyve-hyve-5000__92100.1713328362.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2438/7671/hyve-hyve-5000__92100.1713328362.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2438/7835/hyve-hyve-5000__77625.1713328362.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2438/7864/hyve-hyve-5000__73541.1713328362.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2438/6334/hyve-hyve-5000__27150.1713328362.jpg?c=2']","HYVE DISPOSABLE VAPE 5000 PUFFS

Approximate Puffs: ~5000 puffs
E-Liquid Capacity: 12ml
Nicotine: 0% (0mg) & 5% (50mg)
Battery: 650mAh Rechargeable USB Type-C
Mesh Coil
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,
beco-plush-8000,Beco PLUSH 8000 Disposable Vapes,Beco Disposable Vapes,https://perfectvape.com/beco-plush-8000/,$11.74,"BECO PLUSH DISPOSABLE VAPE 8000 PUFFS
Approximate Puffs: ~8000 puffs
E-Liquid Capacity: 16ml
Nicotine: 5% | 50mg
Battery: 800mAh Type-C Rechargeable
1.0ohm Coil
Eco-Leather Exterior",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2437/6464/beco-beco-plush-8000__19270.1713328360.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2437/6464/beco-beco-plush-8000__19270.1713328360.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2437/7951/beco-beco-plush-8000__31113.1713328360.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2437/6707/beco-beco-plush-8000__28604.1713328360.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/2437/7846/beco-beco-plush-8000__80501.1713328360.jpg?c=2']","BECO PLUSH DISPOSABLE VAPE 8000 PUFFS

Approximate Puffs: ~8000 puffs
E-Liquid Capacity: 16ml
Nicotine: 5% | 50mg
Battery: 800mAh Type-C Rechargeable
1.0ohm Coil
Eco-Leather Exterior
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,
kros-unlimited-6000,KROS Unlimited 6000 Rechargeable Disposable Vape,KROS Disposable Vapes and E-liquids,https://perfectvape.com/kros-unlimited-6000/,$9.90,"KROS UNLIMITED 6000 DISPOSABLE VAPE 6000 PUFFS
Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 14ml
Nicotine: 5% | 50mg
Battery: 650mah Rechargeable
Corex Mesh Coil",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/2433/6569/kros-unlimited-6000__05288.1713328357.jpg?c=2,[],"KROS UNLIMITED 6000 DISPOSABLE VAPE 6000 PUFFS

Approximate Puffs: ~6000 puffs
E-Liquid Capacity: 14ml
Nicotine: 5% | 50mg
Battery: 650mah Rechargeable
Corex Mesh Coil
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,
