tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
orgnx-disposable-aloe-grape,ORGNX 4000,ORGNX 4000,Aloe Grape,6789804621910,$7.99,TRUE,TRUE,,TRUE,TRUE,TRUE,bubblegum,grape,,,,,6000,13,https://getpop.co/products/orgnx-disposable-aloe-grape,"Up to 4,000 puffs (9ml) Adjustable Airflow (via dial) Mesh Coil Rechargeable via USB Type-C cable Click or tap here for USB Type-C cable to recharge your ORGNX rechargeable device. ORGNX Aloe Grape is sneaky good. We love this soft purple aloe grape flavor that tastes a lot like grape bubblegum. There is ice here, so it’s a perfect match for fans of grape ice. What's included: 1 ORGNX rechargeable device USB Type-C charging cable is not included 5% synthetic nicotine Volume: 13ml (6,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol US Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About ORGNX This is the first ORGNX disposable device from the team at ORGNX e-liquids, based in Los Angeles. Known for their quality flavors, we're excited to feature ORGNX disposables. Tap here to check out the official ORGNX website at https://orgnxeliquids.com/ .",http://getpop.co/cdn/shop/products/orgnx-aloe-grape_2_1024x1024.jpg?v=1660249924,http://getpop.co/cdn/shop/products/orgnx-aloe-grape_2_2048x2048.jpg?v=1660249924
jam-monster-salt-blueberry-jam,Jam Monster Salt,,Blueberry Jam,6944931643478,$12.99,,,,,,,blueberry,,,,,,,30,https://getpop.co/products/jam-monster-salt-blueberry-jam,Salt Nicotine e-liquid Use with refillable pod system. Click or tap here to shop Refillable Pod Systems Flavor description coming soon! Product details: Volume: 30ml Nicotine options: 2.4% (24mg) 4.8% (48mg) Tap here to check out the Monster Vape Labs website at https://monstervapelabs.com/ .,http://getpop.co/cdn/shop/files/jam-monster-salt-blueberry-jam-48mg-bottle_1024x1024.jpg?v=1711234010,http://getpop.co/cdn/shop/files/jam-monster-salt-blueberry-jam-48mg-bottle_2048x2048.jpg?v=1711234010
lucy-pouches-cinnamon,Lucy Pouches,,Cinnamon,6982065324118,$7.99,,,,,,,cinnamon,,,,,15,,,https://getpop.co/products/lucy-pouches-cinnamon,"Flavor description coming soon! Lucy is best known for the quality and variety of flavors. Every can of Lucy Pouches features 15 pouches, made for responsible adults only. Product details: 1 can of 15 nicotine pouches Nicotine options: 12mg 8mg 4mg",http://getpop.co/cdn/shop/files/lucy-pouches-cinnamon-12mg_1024x1024.jpg?v=1710433097,http://getpop.co/cdn/shop/files/lucy-pouches-cinnamon-12mg_2048x2048.jpg?v=1710433097
fume-ultra-blueberry-c-c,Fume Ultra 2500,Fume Ultra 2500,Blueberry C C,6774352183382,$12.99,TRUE,,,,,,blueberry,cotton candy,,,,5%,2500,8,https://getpop.co/products/fume-ultra-blueberry-c-c,"Up to 2,500 puffs (8ml) Fume Ultra Blueberry CC is blend of blueberry ice with cotton candy. The result is light, sweet, and slightly chilled. This is a great fit if you enjoy blueberry ice and you'd like something sweet with a mild blueberry flavor. Fume Ultra provides the same delicious flavor of the original Fume Extra in a device that lasts even longer than the original. What's included: 1 Fume Ultra disposable device 5% salt nicotine Volume: 8ml (up to 2,500 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About Fume Ultra Fume Ultra is the bigger and longer lasting upgrade from the original Fume Extra. Fume blasted onto the scene with a reputation for delivering fantastic flavor. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-ultra-blueberry-cc-box_1024x1024.jpg?v=1659575636,http://getpop.co/cdn/shop/products/fume-ultra-blueberry-cc-box_2048x2048.jpg?v=1659575636
hqd-cuvie-bar-7000-cool-mint,HQD Cuvie Bar 7000,HQD Cuvie Bar 7000,Cool Mint,6807762075734,$15.99,TRUE,TRUE,TRUE,,TRUE,,mint,,,,,5%,7000,18,https://getpop.co/products/hqd-cuvie-bar-7000-cool-mint,"Up to 7,000 puffs (18ml) Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included HQD Cuvie Bar Cool Mint is one of the best mint flavors we've tried. This has a full blast of ice with a traditional mint, so it's not sweet. HQD Mint Ice and Cool Mint flavors are extremely popular because they're so good. If you're a fan of mint, this one is a must try! What's included: 1 HQD Cuvie Bar 7000 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 18ml (7,000 puffs) Battery Capacity: 550mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine About HQD Cuvie Bar 7000 HQD Cuvie Bar 7000 is the longest-lasting device by HQD, featuring 18ml of e-liquid and a rechargeable battery, good for up to 7,000 puffs. Click or tap here to check out the official HQD website at https://www.hqdtech.com/ .",http://getpop.co/cdn/shop/products/hqd-cuvie-bar-7000-cool-mint-device_1024x1024.jpg?v=1670365756,http://getpop.co/cdn/shop/products/hqd-cuvie-bar-7000-cool-mint-device_2048x2048.jpg?v=1670365756
hyde-edge-recharge-bananas-and-cream,Hyde Edge Recharge,Hyde,Bananas and Cream,6570078896214,$14.99,TRUE,TRUE,TRUE,,TRUE,TRUE,banana,,,,,5%,3300,10,https://getpop.co/products/hyde-edge-recharge-bananas-and-cream,"Up to 3,300 puffs (10ml) Adjustable Airflow (via switch) Rechargeable via Micro USB cable (not included) Click or tap here for Micro USB cable to recharge your Hyde Edge Recharge. Hyde Edge Recharge Bananas and Cream is a new flavor addition for Hyde. We absolutely love this sweet cream flavor blend, which amplifies the creamy texture of banana and makes it even sweeter and more delicious. There's a light touch of cool just to keep it fresh, but not icy. If you enjoy dessert flavors, this is an absolute must try! With a rechargeable battery, the Hyde Edge Recharge provides almost twice the life of the Hyde Edge and even comes with adjustable airflow. What's included: 1 Hyde Edge Recharge rechargeable disposable device Micro USB Cable is not included 5% salt nicotine Volume: 10.0ml (up to 3,300 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) E-Liquid origin: unknown Device origin: China About Hyde Edge Recharge The Hyde Edge Recharge is a giant leap in disposables because now we can enjoy an incredible 10ml of e-liquid for up to 3,300 puffs and features adjustable airflow. Our ability to recharge the battery gives us a significantly longer life. This innovative design means the battery can be much smaller and the reservoir of e-liquid much larger. The result is a device that's the same size as the original Hyde Edge that lasts almost twice as long. Tap here to check out the Hyde website at http://hydedisposables.com/ .",http://getpop.co/cdn/shop/products/hyde-edge-recharge-bananas-and-cream-device_1024x1024.jpg?v=1620176585,http://getpop.co/cdn/shop/products/hyde-edge-recharge-bananas-and-cream-device_2048x2048.jpg?v=1620176585
fruit-monster-salt-blueberry-raspberry-lemon,Fruit Monster Salt,,Blueberry Raspberry Lemon,6944931414102,$12.99,,,,,,,blueberry,lemon,raspberry,,,,,30,https://getpop.co/products/fruit-monster-salt-blueberry-raspberry-lemon,Salt Nicotine e-liquid Use with refillable pod system. Click or tap here to shop Refillable Pod Systems Flavor description coming soon! Product details: Volume: 30ml Nicotine options: 2.4% (24mg) 4.8% (48mg) Tap here to check out the Monster Vape Labs website at https://monstervapelabs.com/ .,http://getpop.co/cdn/shop/files/fruit-monster-salt-blueberry-raspberry-lemon-48mg-bottle_1024x1024.jpg?v=1711233978,http://getpop.co/cdn/shop/files/fruit-monster-salt-blueberry-raspberry-lemon-48mg-bottle_2048x2048.jpg?v=1711233978
funky-republic-ti7000-cantaloupe-apple,Funky Republic Ti7000,,Cantaloupe Apple,6851216343126,$9.99,TRUE,TRUE,TRUE,TRUE,TRUE,,apple,fruit,melon,,,5%,7000,17,https://getpop.co/products/funky-republic-ti7000-cantaloupe-apple,"NOTE: Funky Republic is also known as Funky Lands. Due to rapid changes in manufacturing, this product may branded with Funky Republic or Funky Lands. Up to 7,000 puffs (17ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Funky Republic Ti7000 rechargeable device. Funky Republic Ti7000 Cantaloupe Apple is a rare find because it features a blend of cantaloupe melon with ripe red apple. This is a chilled flavor, so it’s great if you like your fruit flavor chilled. Funky Republic Ti7000 is designed by Elf Bar, which burst onto the scene with the wildly popular Elf Bar BC5000, Lost Mary OS5000, and other rechargeable devices. Every Funky Republic Ti7000 is loaded with 17ml of salt nicotine e-liquid, a mesh coil, and rechargeable battery. Good for up to 7,000 puffs, the Funky Republic Ti7000 is one of the longest-lasting devices available. What's included: 1 Funky Republic Ti7000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 17ml (up to 7,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Funky Republic Ti7000 Funky Republic Ti7000 is brought to you by the team at Elf Bar. Good for up to 7,000 puffs, this is another terrific opportunity to enjoy incredible flavor from a high quality device. Funky Republic Ti7000 is rechargeable and features a mesh coil. Tap here to check out the ElfBar website at https://www.elfbar.com/ .",http://getpop.co/cdn/shop/products/funky-republic-ti7000-cantaloupe-apple-device_1024x1024.jpg?v=1682704008,http://getpop.co/cdn/shop/products/funky-republic-ti7000-cantaloupe-apple-device_2048x2048.jpg?v=1682704008
pod-5500-blue-razz-chew,Pod 5500,Pod 5500,Blue Razz Chew,6783853428822,$12.99,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,5.50%,5500,12,https://getpop.co/products/pod-5500-blue-razz-chew,"Up to 5,500 puffs (12ml) Adjustable Airflow (via dial) Mesh Coil Rechargeable via Micro USB cable (not included) Click or tap here for Micro USB cable to recharge your Pod 5500 NOTE: to activate the Pod 5500, turn the adjustable airflow dial on the bottom of the device Flavor description coming soon! The Pod 5500 is the rechargeable version of the original Pod 2500, featuring the same amazing flavors by Pod Juice in a rechargeable device. Distributed by Pod Juice. What's included: 1 Pod 5500 v2 disposable device with Mesh Coil and adjustable airflow 5.50% salt nicotine Volume: 12ml (up to 5,500 puffs) Ingredients: USP Grade Propylene Glycol USP Grade Vegetable Glycerin USP Nicotine (5.50%) Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Pod 5500 v2 by Pod Juice The Pod 5500 is a welcome upgrade from the original Pod 2500 disposable device. Brought to you by Pod Juice, every Pod Mesh 5500 rechargeable device features a mesh coil, adjustable airflow, and high grade e-liquid flavors. Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-5500-blue-razz-chew-device_1024x1024.jpg?v=1658540238,http://getpop.co/cdn/shop/products/pod-5500-blue-razz-chew-device_2048x2048.jpg?v=1658540238
hyde-edge-rave-recharge-blue-razz-lemonade,Hyde Edge RAVE Recharge,Hyde,Blue Razz Lemonade,6789268996182,$7.99,TRUE,TRUE,TRUE,,TRUE,TRUE,lemon,,,,,5%,4000,10,https://getpop.co/products/hyde-edge-rave-recharge-blue-razz-lemonade,"Up to 4,000 puffs (10ml) Adjustable Airflow (via switch) Rechargeable via Micro USB cable (not included) Click or tap here for Micro USB cable to recharge your Hyde Edge Recharge. Flavor description coming soon! The Hyde Edge Rave Recharge features a Rave Edition light that glows when in use, along with a rechargeable battery and adjustable airflow. The glow feature can be easily turned on/off with the press of a button. The Rave Edition also features a transparent e-liquid tank. This is definitely the best Hyde Edge, so we highly recommend you give them a try. What's included: 1 Hyde Edge RAVE Recharge rechargeable disposable device Micro USB Cable is not included 5% salt nicotine Volume: up to 4,000 puffs (10ml) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About Hyde Edge RAVE Recharge The Hyde Edge RAVE Edition is the best Hyde Edge device. Not only does this feature adjustable airflow and a rechargeable battery, it also glows when in use and has a transparent e-liquid tank. Tap here to check out the Hyde website at http://hydedisposables.com/ .",http://getpop.co/cdn/shop/products/hyde-edge-rave-recharge-blue-razz-lemonade-device_1024x1024.jpg?v=1662671981,http://getpop.co/cdn/shop/products/hyde-edge-rave-recharge-blue-razz-lemonade-device_2048x2048.jpg?v=1662671981
fume-pouches-coffee,Fume Pouches,,Coffee,7063422500950,$6.99,,,,,,,coffee,,,,,20,,,https://getpop.co/products/fume-pouches-coffee,"Flavor description coming soon! Fume Pouches provide a convenient and discrete way to manage your nicotine with the flavors that made Fume's vape products such a hit. Every can of Fume Pouches includes 20 pouches in 3mg, 6mg, or 15mg nicotine. Product details: 1 can of 20 nicotine pouches Nicotine options: 3mg 6mg 12mg",http://getpop.co/cdn/shop/files/fume-pouches-coffee-15mg-box_1024x1024.jpg?v=1719362807,http://getpop.co/cdn/shop/files/fume-pouches-coffee-15mg-box_2048x2048.jpg?v=1719362807
handshake-15k-pod-cool-mint,HandShake 15K Pod,,Cool Mint,7308312772694,$9.99,,TRUE,TRUE,,,,mint,,,,,5%,5000,15,https://getpop.co/products/handshake-15k-pod-cool-mint,"Up to 15,000 puffs (15ml) Rechargeable with the HandShake Smart Power Pack only (not included) NOTE: Recharge your HandShake 15K pod with the HandShake Smart Power Pack, found in the HandShake 15K Starter Kit. Ths HandShake 15K pod is terrific because you can vape it on its own, or recharge it with the HandShake Smart Power Pack. If you need a HandShake 15K, purchase the HandShake 15K Starter Kit. HandShake 15K is powered by North What's included: 1 HandShake 15K Pod only HandShake Smart Power Pack is not included 5% salt nicotine Volume: 15ml (up to 15,000 puffs when recharged with the HandShake Smart Power Pack Battery: 300mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors",http://getpop.co/cdn/shop/files/handshake-15k-pod-cool-mint-device_1024x1024.jpg?v=1722357620,http://getpop.co/cdn/shop/files/handshake-15k-pod-cool-mint-device_2048x2048.jpg?v=1722357620
tyson-round-2-blue-razz,Tyson 2.0 Round 2,,Blue Razz,6932607074390,$14.99,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,5%,7500,16,https://getpop.co/products/tyson-round-2-blue-razz,"Up to 7,500 puffs (16ml) Smart LED Display Mesh Coil Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included Flavor description coming soon! Tyson Round 2 is an enhanced version of the original Tyson 2.0 Heavy Weight. New features include a FYRE mesh coil and LCD display reporting e-liquid and battery levels. What's included: 1 Tyson 2.0 Round 2 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 16ml (7,500 puffs) Battery Capacity: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine",http://getpop.co/cdn/shop/products/tyson-round-2-blue-razz-box_1024x1024.jpg?v=1707662888,http://getpop.co/cdn/shop/products/tyson-round-2-blue-razz-box_2048x2048.jpg?v=1707662888
fire-zero-5000-cool-mint,Fire ZERO 5000,,Cool Mint 0%,6810495746134,$9.99,,TRUE,,TRUE,TRUE,,mint,,,,,0%,5000,12,https://getpop.co/products/fire-zero-5000-cool-mint,"0% nicotine Up to 5,000 puffs (12ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Fire ZERO 5000 rechargeable device. Flavor description coming soon! Fire ZERO 5000 features zero percent nicotine in a rechargeable device in flavors made even better by a mesh coil. What's included: 1 Fire Zero 5000 rechargeable device USB Type-C Cable is not included 0% nicotine (zero nicotine) Volume: 12ml (up to 5,000 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors",http://getpop.co/cdn/shop/products/fire-zero-5000-cool-mint-box_1024x1024.jpg?v=1685133130,http://getpop.co/cdn/shop/products/fire-zero-5000-cool-mint-box_2048x2048.jpg?v=1685133130
