title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
SIGELEI FUCHAI 10000 DISPOSABLE,SIGELEI,SIGELEI FUCHAI 10000 DISPOSABLE,,$6.99,"Check out the Sigelei FUCHAI 10000 Disposable, featuring a 650mAh battery, a battery life indicator, an e-liquid level indicator, and longevity up to 10K puffs.
SIGELEI FUCHAI 10000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: [10000] - 10K
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Lanyard Loop
INCLUDES:
• 1 Sigelei FUCHAI 10000 Disposable
AVAILABLE OPTIONS:
• Costa Rice Banana Ice
• Double Apple
• France Grape
• Gummy
• Hawaiian Mint
• Mango Mixed Juice
• Northern Blueberry Ice
• Pineapple Blueberry
• Pineapple Mixed Juice
• Sourthern Clear
• Spearmint
• Strawberry Watermelon
• Super Blue Razz Ice
• Watermelon Ice
• White Cotton Candy
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",18mL,5% (50mg),[10000] - 10K,[10000] - 10K,650mAh,"Costa Rice Banana Ice, Double Apple, France Grape, Gummy, Hawaiian Mint, Mango Mixed Juice, Northern Blueberry Ice, Pineapple Blueberry, Pineapple Mixed Juice, Sourthern Clear, Spearmint, Strawberry Watermelon, Super Blue Razz Ice, Watermelon Ice, White Cotton Candy",,yes,,no,,650mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/sigelei-fuchai-10000
VAPENGIN NIMMBOX 10000 DISPOSABLE,VAPENGIN,VAPENGIN NIMMBOX 10000 DISPOSABLE,,$5.99,"Discover the VAPENGIN Nimmbox 10000 Disposable, featuring a 0.8ohm mesh coil, smart LED display, 18mL pre-filled capacity, 5% nicotine, and a lifespan up to 10K puffs.
VAPENGIN NIMMBOX 10000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 500mAh
• MAX PUFFS: [10K] - 10000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• DISPLAY SCREEN: LED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Soft Silicone Drip Tip
• RESISTANCE: 0.8ohm
• OUTPUT: 17W
INCLUDES:
• 1 VAPENGIN Nimmbox 10000 Disposable
AVAILABLE OPTIONS:
• Blue Cherry Dragon Fruit
• Blue Mint
• Blue Peach Gummy
• Blue Rasp
• Blue Razz
• Cherry Sparkling Juice
• Cool Mint
• Honeydew Ice
• Pink Lemonade
• Sour Apple Ice
• Sour Blue Rasp Ice
• Strawberry Kiwi
• Strawberry Watermelon
• Watermelon Bubblegum
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",18mL,5% (50mg),[10K] - 10000,[10K] - 10000,500mAh,"Blue Cherry Dragon Fruit, Blue Mint, Blue Peach Gummy, Blue Rasp, Blue Razz, Cherry Sparkling Juice, Cool Mint, Honeydew Ice, Pink Lemonade, Sour Apple Ice, Sour Blue Rasp Ice, Strawberry Kiwi, Strawberry Watermelon, Watermelon Bubblegum, Watermelon Ice",Mesh Coil,yes,,no,,500mAh,USB Type-C,yes,,,Draw-Activated,https://www.elementvape.com/vapengin-nimmbox
YO BAR VD8500 DISPOSABLE,YO BAR,YO BAR VD8500 DISPOSABLE,,$10.99,"Check out the Yo Bar VD8500 Disposable, offering 16mL capacity, 5% nicotine strength, and delivers 8500 puffs with battery and eliquid management display.
YO BAR VD8500 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 16mL
• BATTERY CAPACITY: Integrated Rechargeable
• MAX PUFFS: 8500
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 YO Bar DV8500 Disposable
AVAILABLE OPTIONS:
• Banana Cake
• Blue Razz Ice
• Cantaloupe Apple
• Caramel Vanilla Tobacco
• Cool Mint
• Guava Kiwi Passionfruit
• Lychee Cherry Ice
• Passion Orange
• Peach Mango
• Pomelo Pearl Grape
• Rainbow Candy
• Strawberry Kiwi Ice
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",16mL,5% (50mg),8500,8500,Integrated Rechargeable,"Banana Cake, Blue Razz Ice, Cantaloupe Apple, Caramel Vanilla Tobacco, Cool Mint, Guava Kiwi Passionfruit, Lychee Cherry Ice, Passion Orange, Peach Mango, Pomelo Pearl Grape, Rainbow Candy, Strawberry Kiwi Ice, Watermelon Ice",Mesh Coil,yes,,no,,Integrated Rechargeable,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/yo-bar-dv8500
NORTH 5000 DISPOSABLE,FIND BRAND,NORTH 5000 DISPOSABLE,,$9.99,"Check out the North 5000 Disposable, featuring a 550mAh Type-C rechargeable battery, mesh coil, e-liquid indicator, 10mL capacity, and a lifespan up to 5000 puffs.
North 5000 Disposable Features:
• Max Puffs: 5000
• Nicotine Strength: 5% (50mg)
• Prefilled Capacity: 10mL
• Battery Capacity: 550mAh
• Charging Port: USB Type-C
• Operation: Draw-Activation
• Heating: Mesh Coil
• E-Liquid Indicator
Includes:
• 1 North 5000 Disposable
Available Options:
Blue Raspberry | Cherry Cola | Cherry Lemon | Gum Mint | Kiwi Strawberry Ice | Lush Ice | Orange Mango Watermelon | Pina Colada | Strawberry Banana | Tropical Summer
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,Blue Raspberry | Cherry Cola | Cherry Lemon | Gum Mint | Kiwi Strawberry Ice | Lush Ice | Orange Mango Watermelon | Pina Colada | Strawberry Banana | Tropical Summer,,no,,no,,,,no,,,,https://www.elementvape.com/north-5000-disposable
GEEK BAR PULSE 15000 DISPOSABLE,FIND BRAND,GEEK BAR PULSE 15000 DISPOSABLE,,$13.99,"Discover the Geek Bar Pulse 15000 Disposable, featuring a 650mAh battery, display screen, 16mL capacity, dual power modes, and a lifespan between 7500-15000 puffs.
Geek Bar Pulse 15K Disposable Features:
• Regular Mode Max Puffs: 15000
• Pulse Mode Max Puffs: 7500
• Nicotine Strength: 5% (50mg)
• Prefilled Capacity: 16mL
• Battery Capacity: 650mAh
• Charging Port: USB Type-C
• Operation: Draw-Activation
• 2 Power Modes - Regular / Pulse
• Integrated Dual Mesh Coil
• Display Screen
• Battery Level Indicator
• E-Liquid Level Indicator
Includes:
• 1 Geek Bar Pulse 15000 Disposable
Available Options:
Black Cherry | Berry Bliss | Blow Pop | Blue Mint | Blue Razz Ice | Blueberry Watermelon | California Cherry | Cherry Bomb | Crazy Melon | Dragon Melon | Fcuking Fab | Frozen Cherry Apple | Frozen Pina Colada | Frozen Strawberry | Frozen Watermelon | Frozen White Grape | Frozen Blackberry Fab | Grape Blow Pop | Grape Lemon | Juicy Peach ice | Meta Moon | Mexico Mango | Miami Mint | OMG Blow Pop | Orange Creamsicle | Pink Lemonade | Sour Apple Blow Pop | Sour Apple Ice | Strawberry Banana | Strawberry CC | Strawberry Mango | Sunny Tart | Tropical Rainbow Blast | Watermelon Ice | White Gummy Ice | Sour Blue Dust | Sour Gush | Sour Watermelon Drop | Spooky Vanilla | Haunted Blueberry | Sour Cranapple | Sour Watermelon Drop | Sour Strawberry | Sour Blue Dust | Sour Gush
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,Black Cherry | Berry Bliss | Blow Pop | Blue Mint | Blue Razz Ice | Blueberry Watermelon | California Cherry | Cherry Bomb | Crazy Melon | Dragon Melon | Fcuking Fab | Frozen Cherry Apple | Frozen Pina Colada | Frozen Strawberry | Frozen Watermelon | Frozen White Grape | Frozen Blackberry Fab | Grape Blow Pop | Grape Lemon | Juicy Peach ice | Meta Moon | Mexico Mango | Miami Mint | OMG Blow Pop | Orange Creamsicle | Pink Lemonade | Sour Apple Blow Pop | Sour Apple Ice | Strawberry Banana | Strawberry CC | Strawberry Mango | Sunny Tart | Tropical Rainbow Blast | Watermelon Ice | White Gummy Ice | Sour Blue Dust | Sour Gush | Sour Watermelon Drop | Spooky Vanilla | Haunted Blueberry | Sour Cranapple | Sour Watermelon Drop | Sour Strawberry | Sour Blue Dust | Sour Gush,,yes,,no,,,,yes,,,,//www.elementvape.com/geek-bar-pulse-15000
SMOK PRIV BAR TURBO 15K DISPOSABLE,URB,SMOK PRIV BAR TURBO 15K DISPOSABLE,,$11.99,"Unleash the SMOK Priv Bar Turbo 15K Disposable, featuring an 800mAh battery, 16mL of 5% nic salt, 2 output modes, a smart LED display, and longevity up to 15000 puffs. Outfitted with an 800mAh battery, the SMOK Priv Bar Turbo is capable of all-day output, recharging via a Type-C USB Port. In addition, the dual output modes grant a strong and lighter output, dependent on the selection made. Higher outputs utilize more eLiquid, dropping the amount of puffs to about 10,000 instead of the usual 15000 via normal operation. Adopting a LED Display screen, the SMOK Priv Bar Turbo can help monitor the remaining battery and eLiquid levels, ensuring there are no dry hits.
SMOK PRIV BAR TURBO 15K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 16mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: [15K] - 15000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• DISPLAY SCREEN: LED
• Battery Life Indicator
• E-Liquid Level Indicator
• Adjustable Airflow Control Switch
• 2 Power Modes
• Normal Mode Lasts Up To 15K Puffs
• Turbo Mode Lasts Up To 10K Puffs
INCLUDES:
• 1 SMOK Priv Bar Turbo 15K Disposable
AVAILABLE OPTIONS:
• Alaskan Mint
• Blue Razz Lemon
• Blue Razz Watermelon
• Cherry Paradise
• Dr. Cherry
• Florida Lemonade
• Honolulu Blue
• Kiwi Straw Bubblegum
• Peach Berry Ice
• Raspberry Pomegranate
• Strawberry Mint Candy
• Triple Apple ice
• Triple Mango
• Tropical Lime Blast
• Watermelon Chill
• Watermelon Kiwi
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",16mL,5% (50mg),[15K] - 15000,[15K] - 15000,800mAh,"Alaskan Mint, Blue Razz Lemon, Blue Razz Watermelon, Cherry Paradise, Dr. Cherry, Florida Lemonade, Honolulu Blue, Kiwi Straw Bubblegum, Peach Berry Ice, Raspberry Pomegranate, Strawberry Mint Candy, Triple Apple ice, Triple Mango, Tropical Lime Blast, Watermelon Chill, Watermelon Kiwi",,yes,,no,,800mAh,,yes,,,Draw-Activated,https://www.elementvape.com/smok-priv-pbar-turbo-15k-disposable
WOOFR 15000 DISPOSABLE,FIND BRAND,WOOFR 15000 DISPOSABLE,,$8.99,"Discover WOOFR 15000 Disposable, offering dual firing modes, the dual mesh APOP coils, and legible Smart HD display screen to relay all relevant information. Equipped with dual firing modes, the Woofr 15000 Disposable offers a comfort mode (D) or S Mode, that ramps up the flavor for a more intense vape. Fitted with APOP dual mesh coils, the Woofr Disposable can deliver outstanding flavor and vapor, but can change into a more eJuice conservative mode with the simple setting change. Displaying information on a digital display with smart eJuice and battery monitoring, the Woofr 15000 vape is perfect for novice or advanced vapers alike. Outputting 15000 puffs from 20mL of eJuice with 5% nicotine salt strength is surely a winning combination. Manufactured by IJOY
WOOFR 15K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 15000
• NICOTINE STRENGTH: 5% Nicotine Strength
• OPERATION: Draw-Activated
• HEATING ELEMENT: APOP Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Digital
• CHARGING: USB Type-C
• S/D Firing Modes
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 WOOFR Disposable
AVAILABLE OPTIONS:
• Apple Gummies
• Apple Peach
• Blue Razz
• Blue Slurpee
• Blueberry Watermelon
• Cocomango Berry
• Cool Mint
• Cotton Candy
• Double Apple
• Frozen Raspberry Lemonade
• Grape Razz
• Passionfruit Pineapple
• Pineapple Kiwi Berry
• Pink Lemonade
• Strawberry Chew
• Strawberry Kiwi
• Strawberry Pina Colada
• Triple Berry
• Watermelon Bubblegum
• Watermelon Chew
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",20mL,5% Nicotine Strength,15000,15000,650mAh,"Apple Gummies, Apple Peach, Blue Razz, Blue Slurpee, Blueberry Watermelon, Cocomango Berry, Cool Mint, Cotton Candy, Double Apple, Frozen Raspberry Lemonade, Grape Razz, Passionfruit Pineapple, Pineapple Kiwi Berry, Pink Lemonade, Strawberry Chew, Strawberry Kiwi, Strawberry Pina Colada, Triple Berry, Watermelon Bubblegum, Watermelon Chew",APOP Dual-Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/woofr-15000
LOST MARY MT15000 DISPOSABLE,LOST MARY,LOST MARY MT15000 DISPOSABLE,,$12.99,"Shop the Lost Mary MT15000 Disposable, featuring a 16mL prefilled capacity, 5% nicotine strength, and delivers 15000 puffs with switchable output modes. Crafted with dual mesh coils, the Lost Mary MT15000 is capable of superior vapor output, delivering pure flavor directly to the taste buds. Equipped with two switchable output modes, the MT15000 vape can swap between smooth or turbo mode, essentially doubling the vapor and flavor output from the prefilled eliquid. Adopting a digital display with eliquid and battery life management, the Lost Mary MT15000 vape produces a great vaping experience that will tantalize the tongue.
LOST MARY MT15000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 16mL
• BATTERY CAPACITY: 600mAh
• MAX PUFFS: 15000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Fixed
• DISPLAY SCREEN: Digital Display
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Thermal Color Changing Edition - Specific Flavors
• 2 Power Modes - Smooth or Turbo Mode
INCLUDES:
• 1 Lost Mary MT15000 Disposable
AVAILABLE OPTIONS:
• Baja Splash
• Banana Cake
• Berry Burst
• Blue Razz Dragonfruit
• Blue Razz Ice
• Cherry Strazz
• Citrus Sunrise
• Dr. Cherry
• Grape Apple
• Grapefruit Berries
• Miami Mint
• Nana Coconut
• Peach+
• Rocket Popsicle
• Strawberry Kiwi
• Strawberry Orange
• Strawmelon Peach
• Summer Grape
• Watermelon Ice
• Winter Mint
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",16mL,5% (50mg),15000,15000,600mAh,"Baja Splash, Banana Cake, Berry Burst, Blue Razz Dragonfruit, Blue Razz Ice, Cherry Strazz, Citrus Sunrise, Dr. Cherry, Grape Apple, Grapefruit Berries, Miami Mint, Nana Coconut, Peach+, Rocket Popsicle, Strawberry Kiwi, Strawberry Orange, Strawmelon Peach, Summer Grape, Watermelon Ice, Winter Mint",Dual-Mesh Coils,yes,,no,,600mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/lost-mary-mt15000-disposable
OXBAR MAGIC MAZE PRO 10000 DISPOSABLE,OXBAR,OXBAR MAGIC MAZE PRO 10000 DISPOSABLE,,$12.99,"Check out the OXBAR Magic Maze Pro 10000 Disposable, featuring 18mL of prefilled capacity, 50mg nicotine strength, and delivers a flavorful 10000 puffs.  With some flavors fueled by deliciously crafted Pod Juice E-Liquid, the OXBAR Magic Maze Pro delivers exceptional performance with a 1.0ohm Mesh Coil, delivering ample vapor and flavor from the 18mL prefilled capacity. Adopting an adjustable airflow control system, the user can carefully control the desired rate of airflow to produce relaxing clouds of vapor. Displaying remaining battery charge and eJuice fill levels via the display screen, the OXBAR Magic Maze Pro 10K collaboration creates a tongue-pleasing disposable that will excite the taste buds.
OXBAR Magic Maze Pro 10K Disposable Features:
• Prefilled Capacity: 18mL
• Battery Capacity: 650mAh
• Max Puffs: 10000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Adjustable Wattage: 11-15W
• Heating Element: 1.0ohm Mesh Coil
• Charging: Type-C Port
• Adjustable Airflow
• Battery / E-Liquid Display Screen
Available Options:
• Blue Razz Watermelon - Pod Juice
• Bubble Melon - Pod Juice
• Fruity Pebz - Pod Juice
• Pink Burst Chew - Pod Juice
• Tiff Jewel Mint - Pod Juice
• Watermelon Skittlz - Pod Juice
• Candy Cane - Pod Juice
• Clear Emerald - Pod Juice
• Clear Jewel - Pod Juice
• Clear Sapphire - Pod Juice
• Jewel Mint - Pod Juice
• Peach Ringz - Pod Juice
• Strawberry Apple Watermelon - Pod Juice
• Savage Patch Gummies - Pod Juice
• Cherry Lemon Slushy - Pod Juice
• Jolly Green Apple - Pod Juice
• Strawberry Lolly-Pop - Pod Juice
• Strawberry Breeze Ice - Pod Juice
• Wap Drops - Pod Juice
• Sexy Melons - Pod Juice
• Strawnana - Pod Juice
• Mango Boba - Pod Juice
• Mango Berry Lemonade - Pod Juice
• Blue Razz
• Blueberry Strawbery Dragonfruit
• Fruit Paradise
• Rainbow Blast
• Razz Pineapple
• Sakura Grape
• Splash Bros Lemonade
• Strawberry Kiwi Ice
• Strawberry Watermelon
• Watermelon Remix Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,"Blue Razz Watermelon - Pod Juice, Bubble Melon - Pod Juice, Fruity Pebz - Pod Juice, Pink Burst Chew - Pod Juice, Tiff Jewel Mint - Pod Juice, Watermelon Skittlz - Pod Juice, Candy Cane - Pod Juice, Clear Emerald - Pod Juice, Clear Jewel - Pod Juice, Clear Sapphire - Pod Juice, Jewel Mint - Pod Juice, Peach Ringz - Pod Juice, Strawberry Apple Watermelon - Pod Juice, Savage Patch Gummies - Pod Juice, Cherry Lemon Slushy - Pod Juice, Jolly Green Apple - Pod Juice, Strawberry Lolly-Pop - Pod Juice, Strawberry Breeze Ice - Pod Juice, Wap Drops - Pod Juice, Sexy Melons - Pod Juice, Strawnana - Pod Juice, Mango Boba - Pod Juice, Mango Berry Lemonade - Pod Juice, Blue Razz, Blueberry Strawbery Dragonfruit, Fruit Paradise, Rainbow Blast, Razz Pineapple, Sakura Grape, Splash Bros Lemonade, Strawberry Kiwi Ice, Strawberry Watermelon, Watermelon Remix Ice",,yes,,no,,,,yes,,,,https://www.elementvape.com/oxbar-magic-maze
VOZOL STAR 9000 DISPOSABLE,VOZOL,VOZOL STAR 9000 DISPOSABLE,,$9.99,"Discover the VOZOL Star 9000 Disposable, offering a 14mL prefilled capacity, 650mAh battery, 5% nicotine strength, and delivers a whopping 9000 puffs.
VOZOL STAR 9000 DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 14mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: 9000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Mesh Coil
• AIRFLOW: Fixed
• DISPLAY SCREEN: OLED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
• Shake-To-Wake Display
INCLUDES:
• 1 VOZOL Star 9000 Disposable
AVAILABLE OPTIONS:
• Blue Razz Ice
• Blueberry Storm
• Cherry Cola
• Cool Mint
• Dragon Fruit Banana Cherry
• Grape Ice
• Mexican Mango Ice
• Miami Mint
• Miss Pink
• Peach Mango Watermelon
• Pineapple Coconut Ice
• Rainbow Sour
• Raspberry Watermelon
• Sour Apple Ice
• Strawberry Banana
• Strawberry Kiwi
• Strawberry Watermelon
• Triple Berries
• Watermelon Bubble Gum
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",14mL,5% (50mg),9000,9000,650mAh,"Blue Razz Ice, Blueberry Storm, Cherry Cola, Cool Mint, Dragon Fruit Banana Cherry, Grape Ice, Mexican Mango Ice, Miami Mint, Miss Pink, Peach Mango Watermelon, Pineapple Coconut Ice, Rainbow Sour, Raspberry Watermelon, Sour Apple Ice, Strawberry Banana, Strawberry Kiwi, Strawberry Watermelon, Triple Berries, Watermelon Bubble Gum, Watermelon Ice",Mesh Coil,yes,,no,,650mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/vozol-star-9000
