Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
43,Flum,Mt Rainier UT Bar,53897,$15.99 ,,10ml,6000,The Mt Rainier UT Bar vape uses an incredibly icy taste that is as cold as a snowcapped peak and adds a light citrus finish. Designed and manufactured by the makers of the Flum Pebble and Flum Float.,Made with Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
44,Lost Mary,Peach Ice Lost Mary OS5000,52226,$12.99 ,,10ml,5000,The Peach Ice Lost Mary OS5000 vape (formerly known as Juicy Peach) device is prefilled with 13ml of ripe peach and icy mint flavor in every puff.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
45,Flum,Cali Blossom UT Bar,53896,$15.99 ,,10ml,6000,"The Cali Blossom UT Bar vape flavor has a bold, subtle, and balanced flavor which accurately captures the delicate and delicious flavors of a cherry blossom. Designed and manufactured by the makers of the Flum Pebble and Flum Float.",Made with Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
46,Flum,Black Pink UT Bar,53898,$15.99 ,,10ml,6000,"The Black Pink UT Bar vape uses an unmistakable blend of rainbow candied fruit flavors that are sweet, yet tart. Designed and manufactured by the makers of the Flum Pebble and Flum Float.",Made with Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
47,VaporLax,Sour Bliss BOBO Vape,51565,$13.99 ,"\n\nDISPOSABLE VAPE PENS FROM BOBO\nSour lemon and sweet peach with an added hint of sweetness.\n\n\n\nE-Liquid Contents: 14ml\n\nNicotine Level: 50mg\n\nPuff Count: +6000\nReady-to-Vape\n\nRechargeable with Micro-USB \n\n\nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - BOBO"", ""url"": ""https://mipod.com/products/sour-bliss-bobo-vape"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/bobo_sour-bliss_device_1024x1024.png?v=1643234337"", ""image"": ""https://mipod.com/cdn/shop/products/bobo_sour-bliss_device_1024x1024.png?v=1643234337"", ""name"": ""Sour Bliss BOBO Disposable Vape Flavor"", ""width"": 1024, ""height"": 1024 } }",14.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
48,VaporLax,Melonz BOBO Vape,51560,$13.99 ,"\n\nDISPOSABLE VAPE PENS FROM BOBO\nA fruity mix of cantaloupe, watermelon, honeydew melons with a refreshing minty exhale.\n\n\n\nE-Liquid Contents: 14ml\n\nNicotine Level: 50mg\n\nPuff Count: +6000\nReady-to-Vape\n\nRechargeable with Micro-USB \n\n\nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - BOBO"", ""url"": ""https://mipod.com/products/melonz-bobo-vape"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/bobo_melonz_device_1024x1024.png?v=1643234300"", ""image"": ""https://mipod.com/cdn/shop/products/bobo_melonz_device_1024x1024.png?v=1643234300"", ""name"": ""BOBO Melonz Vape"", ""width"": 1024, ""height"": 1024 } }",14.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
49,VaporLax,Mango Ice by VaporLax,50248,$14.99 ,\n\nDISPOSABLE VAPE PEN\n\n,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,True,0,0,Unknown
50,VaporLax,Strawberry Cream by VaporLax,50247,$14.99 ,\n\nDISPOSABLE VAPE PEN\n\n,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,False,0,0,Unknown
51,VaporLax,Blue Razz by VaporLax,50250,$12.99 ,"\n\nDISPOSABLE VAPE PEN\n\nBlue Razz by Vaporlax provides a juicy taste of tart blueberry flavor, mixed with bold raspberries to provide the perfect blue raspberry experience we all love. Each puff brings a splash of savory flavor, balanced to familiar perfection.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-brz"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Blue_Razz_1024x1024.png?v=1644857478"", ""image"": ""https://mipod.com/cdn/shop/products/Blue_Razz_1024x1024.png?v=1644857478"", ""name"": """,6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
52,VaporLax,Pineapple Ice by VaporLax,50249,$14.99 ,"\n\nDISPOSABLE VAPE PEN\n\nPineapple Lemonade by VaporLax is a refreshing \u0026amp; fruity mix, blending sweet and tangy lemonade tastes with a delectable pineapple infusion. Each puff provides a splash of bold fruit taste to provide all-day satisfaction.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-ppi"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Pineapple_Ice_b4c6b929-6e25-4490-9c39-211552236941_1024x1024.png?v=1652409591"", ""image"": ""https://mipod.com/cdn/shop/products/Pineapple_Ice_b4c6b929-6e25-4490-9c39-211552236941_1024x1024.png?v=1652409591"", ""name"": ""Pineapple Ice Disposable Vape"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
53,VaporLax,Banana Ice by VaporLax,50253,$12.99 ,"\n\nDISPOSABLE VAPE PEN\n\nBanana Ice by Vaporlax is the mix of cool tropical fruit you've searched for, providing a satisfying blend of creamy and tropical banana taste with an icy menthol twist. Offering a refreshing and pleasant taste with each puff.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-bni"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Banana_Ice_6b42e22a-f261-4bbe-ae02-e090cbc92982_1024x1024.png?v=1652398626"", ""image"": ""https://mipod.com/cdn/shop/products/Banana_Ice_6b42e22a-f261-4bbe-ae02-e090cbc92982_1024x1024.png?v=1652398626"", ""name"": ""Banana Ice Disposable Vapes by VaporLax"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
54,VaporLax,Tropical Punch by VaporLax,50251,$14.99 ,"\n\nDISPOSABLE VAPE PEN\n\nTropical Punch by Vaporlax provides a blast of fruity flavors from all over, mixing rich guavas with savory watermelon, cut with tangy lemons. Experience this all-day flavor, bursting with juicy satisfaction.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-tpn"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Tropical_Punch_1024x1024.png?v=1652399712"", ""image"": ""https://mipod.com/cdn/shop/products/Tropical_Punch_1024x1024.png?v=1652399712"", ""name"": ""Best Tropical Punch Disposable Vape"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
55,VaporLax,Icy Fruits by VaporLax,50479,$14.99 ,\n\nDISPOSABLE VAPE PEN\n\n,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,False,0,0,Unknown
56,VaporLax,Peach Ice by VaporLax,51120,$14.99 ,"\n\nDISPOSABLE VAPE PEN\n\nPeach Ice by Vaporlax is a delicate mix of juicy peach taste, twisted with frosty menthol tones. A truly sweet \u0026amp; refreshing flavor, blended to satisfying perfection.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-pci"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Peach_Ice_1_1024x1024.png?v=1652398317"", ""image"": ""https://mipod.com/cdn/shop/products/Peach_Ice_1_1024x1024.png?v=1652398317"", ""name"": ""Peach Ice Disposable Vape by VaporLax"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
57,VaporLax,Cool Mint by Draco,51329,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Cool Mint: The Cool Mint Draco disposable vape provides an icy mint flavor that is a superb choice for vapers that prefer menthols and mints. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/cool-mint-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Cool-Mint_b2c_1024x1024.png?v=1639170455"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Cool-Mint_b2c_1024x1024.png?v=1639170455"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
58,VaporLax,Citrus Lemonade by Draco,51324,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Citrus Lemonade: The Citrus Lemonade Draco disposable vape is filled with sweet and sour lemonade with added notes of fruit. This refreshing summer-time drink is now available all year long in this Draco disposable. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/citrus-lemonade-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Citrus-Lemonade_b2c_1024x1024.png?v=1639170417"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Citrus-Lemonade_b2c_1024x1024.png?v=1639170417"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
59,VaporLax,Mango Dragonfruit by Draco,51325,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Mango Dragonfruit: The Mango Dragonfruit Draco uses fresh mango and exotic dragonfruit with a light citrus kick in a long-lasting disposable vape device. A truly unique disposable vape flavor that makes a great all day vape. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/mango-dragonfruit-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Mango-Dragonfruit_b2c_1024x1024.png?v=1639170533"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Mango-Dragonfruit_b2c_1024x1024.png?v=1639170533"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
60,VaporLax,Peach Ice by Draco,51330,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Peach Ice: The Peach Ice Draco vape is a ripe Georgia peach blended with an icy mint. A top-selling fruit and ice mix that is fresh peach on inhale with a cool ice on exhale. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/peach-ice-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Peach-ICe_b2c_1024x1024.png?v=1639170602"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Peach-ICe_b2c_1024x1024.png?v=1639170602"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
61,VaporLax,Mixed Berries by Draco,51333,$16.99 ,"\n\n\n Filled with 16mL in Every Device\n Mixed Berries: The Mixed Berries Draco vape provides a rush of raspberry, strawberry, and blueberry vape flavors and adds a small hint of cream. \n \n \n \nE-Liquid Contents: 16mL\n \nNicotine Level: 50mg\n \nPuff Count: +6500\n \nRechargeable with Micro USB *Charger not Included\n\n \n \nBrowse more disposable vape flavors\n\n\n\n\n\n\n"", ""category"": ""Disposables - Draco"", ""url"": ""https://mipod.com/products/mixed-berries-by-draco"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Draco_Mixed-Berries_b2c_1024x1024.png?v=1639170575"", ""image"": ""https://mipod.com/cdn/shop/products/Draco_Mixed-Berries_b2c_1024x1024.png?v=1639170575"", ""name"": """,16.0 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
62,Mi-Pod Merch,USB-C Charger,51636,$4.99 ,"USB-C TYPE CHARGING CABLE\n\n \n Length: 4.5 in (11.45 cm)\n Charging Speed: 1A\n USB-to-USB-C\n \n\n\n\n"", ""category"": ""Accessory"", ""url"": ""https://mipod.com/products/usb-c-charger"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/usb-c-charger_1024x1024.png?v=1645207734"", ""image"": ""https://mipod.com/cdn/shop/products/usb-c-charger_1024x1024.png?v=1645207734"", ""name"": """,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,False,0,0,Accessories
63,Mi-Pod Merch,Micro USB Charger,51635,$4.99 ,"MICRO USB CHARGING CABLE\n\n \n Length: 13 in (33 cm)\n Charging Speed: 1A\n USB-to-Micro USB\n \n\n\n"", ""category"": ""Accessory"", ""url"": ""https://mipod.com/products/micro-usb-charger"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/MicroUSBCharger_1024x1024.png?v=1645208680"", ""image"": ""https://mipod.com/cdn/shop/products/MicroUSBCharger_1024x1024.png?v=1645208680"", ""name"": """,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,False,0,0,Accessories
64,Lost Mary,Strawberry Ice Lost Mary OS5000,52229,$12.99 ,,10ml,5000,The Strawberry Ice OS5000 Lost Mary vape starts with a summer strawberry flavoring and ends with a fresh mint on exhale.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
65,Air Bar Disposables,Strawberry Kiwi Air Bar Box,52260,$13.99 ,,14ml,5000,The Strawberry Kiwi Air Bar Box vape flavor takes a fresh strawberry taste and adds a dose of sweet and tangy kiwi. This long-lasting Air Bar Box is packed with fruity flavor for up to 5000 puffs.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C *Charger not Included",,,,,,,,False,0,0,Unknown
66,Air Bar Disposables,Kiwi Dragon Berry Air Bar Box,52267,$13.99 ,,14ml,5000,The Kiwi Dragon Berry Air Bar Box flavor merges an authentic kiwi with an exotic dragonberry flavor that is packed with flavor.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C *Charger not Included",,,,,,,,False,0,0,Unknown
67,VaporLax,Lush Ice by VaporLax,50252,$14.99 ,"\n\nDISPOSABLE VAPE PEN\n\nLush Ice by Vaporlax is a delicate mix of sweet and savory watermelon flavor, twisted with icy menthol to create a delectable summertime ejuice blend. Expertly balanced to provide a splash of juicy flavor on the inhale, and cold crispness on the exhale.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-lsi"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Lush_Ice_1_1024x1024.png?v=1652409657"", ""image"": ""https://mipod.com/cdn/shop/products/Lush_Ice_1_1024x1024.png?v=1652409657"", ""name"": ""Lush Ice Disposable Vape by VaporLax"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Disposable System
68,VaporLax,Crush Grape by VaporLax,50255,$12.99 ,"\n\nDISPOSABLE VAPE PEN\n\nCrush Grape by Vaporlax is a refreshingly fruity blend of true grape flavor mixed with tropical guava and lemon flavor. Each puff tastes of delightful yet light fruit flavors.\n\n\n\nE-Liquid Contents: 6.5mL\n\nNicotine Level: 50mg\n\nPuff Count: +3000\nReady-to-Vape\n\n\nBrowse more disposable vape flavors\n\n"", ""category"": ""Disposables - Mesh 3000"", ""url"": ""https://mipod.com/products/vpx-cgp"", ""image"": { ""@type"": ""ImageObject"", ""url"": ""https://mipod.com/cdn/shop/products/Crush_Grape_1024x1024.png?v=1652397141"", ""image"": ""https://mipod.com/cdn/shop/products/Crush_Grape_1024x1024.png?v=1652397141"", ""name"": ""Grape Disposable Vape Flavor by VaporLax"", ""width"": 1024, ""height"": 1024 } }",6.5 mL,,,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
69,VaporLax,Rainbow Mix by VaporLax,50482,$14.99 ,\n\nDISPOSABLE VAPE PEN\n\n,,,,,,,,False,,UNKNOWN,,False,False,,,,,,,,,False,0,0,Unknown
70,Fume,Fresh Lychee Fume Extra,52475,$11.99 ,,6ml,1500,"An exotic, flavorful lychee flavor collides with a fresh mint in the Fresh Lychee Fume Extra disposable vape.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
71,Fume,Bubble Gum Fume Extra,52470,$11.99 ,,6ml,1500,"The Bubblegum Fume Extra uses a traditional sugary bubble gum vape flavor in a 1500 puff, compact disposable vape pen.",,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
72,Fume,Mango Fume Extra,52480,$11.99 ,,6ml,1500,"The Mango Fume Extra disposable vape flavor uses a smooth, ripe mango taste in every puff.",,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
73,Fume,Tropical Fruit Fume Extra,52490,$11.99 ,,6ml,1500,The Tropical Fruit Fume Extra disposable flavor mixes up a bunch of fruity vape flavors into one desirable all-day vape.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
74,Fume,Blueberry CC Fume Extra,52467,$11.99 ,,6ml,1500,The Blueberry CC Fume Extra provides a blueberry flavor that is heightened by the mixture of sugary-sweet cotton candy flavors. A sweet berry taste in every puff.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
75,Fume,Gummy Bears Fume Extra,52476,$11.99 ,,6ml,1500,The Gummy Bear Fume Extra vape flavor uses a mix of candied tropical fruits to provide an incredible sweet and tangy taste.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
76,Fume,Desert Breeze Fume Extra,52474,$11.99 ,,6ml,1500,"The Desert Breeze Fume Extra disposable vape flavor uses a unique blend of berries, aloe and mint for a refreshing vape experience.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
